id	ownerInstitutionCode	basisOfRecord	catalogNumber	recordedBy	individualCount	lifeStage	behavior	year	month	day	fieldNotes	eventRemarks	country	stateProvince	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	scientificName	genus	vernacularName
	Endangered Wildlife Trust	HumanObservation	50	Handre Viljoen	284	Adult	Feeding	2005	7	1	Co-ordinates not accurate, as he saw these throughout the farm		South Africa	Northern Cape	Unknown		-31.39444	24.18472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	51	Handre Viljoen	378	Adult	Feeding	2005	8	2	Co-ordinates not accurate, as he saw these throughout the farm		South Africa	Northern Cape	Unknown		-31.39444	24.18472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	KwaZulu-Natal Crane Foundation	HumanObservation	52	Brent Coverdale	2	Adult	Feeding	2005	8	3	Could possibly have chick but unable to say for certain	Pair	South Africa	KwaZulu-Natal	Unknown		-29.32639	30.00972	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	53	Bradley Gibbons	4	Adult	Feeding	2005	8	25	Couldn't see other leg of the ringed crane; a red ring was seen		South Africa	Eastern Cape	Unknown		-31.88139	25.09722	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	54	Bradley Gibbons + Harry	35	Adult	Unknown	2005	9	7	Couple were dancing		South Africa	Free State	Unknown		-30.46833	25.79861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	56	Bradley Gibbons + Harry	5	Adult	Unknown	2005	9	7	Dam was dry		South Africa	Free State	Unknown		-30.56833	25.77250	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	57	Bradley Gibbons + Harry	2	Adult	Unknown	2005	9	7	Dam was dry		South Africa	Free State	Unknown		-30.57722	25.77361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	58	Bradley Gibbons	8	Adult	Unknown	2005	9	8	Dry dam		South Africa	Eastern Cape	Unknown		-31.53778	24.54333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	59	Gavin Shaw	4	2 Adults, 2 Juveniles	Feeding	2005	6	23	F2; Two chicks standing with adults		South Africa	Mpumalanga	Unknown		-25.28667	30.15056	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	60	Glenn Ramke	1	Adult	Feeding	2005	1	27	Farm dam		South Africa	Mpumalanga	Unknown		-27.28611	30.12083	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	61	Glenn Ramke	2	Adult	Unknown	2005	1	29	Farm dam		South Africa	Mpumalanga	Unknown		-27.23278	30.14750	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	62	Ronelle Visagie	3	Adult	Feeding	2005	10	27	Feeding in lucerne fields at Ganzengat		South Africa	Northern Cape	Ganzengat		-30.52500	24.90500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	64	Glenn Ramke	1	Adult	Feeding	2005	1	14	Field opposite		South Africa	Mpumalanga	Unknown		-27.34556	30.14306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	65	Glenn Ramke	2	Adult	Feeding	2005	1	16	Field opposite		South Africa	Mpumalanga	Unknown		-27.34556	30.14306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	66	Bradley Gibbons	3	Adult	Unknown	2005	10	5	First  time I've seen cranes here. It is a disturbed area.		South Africa	Northern Cape	Unknown		-31.12722	24.59361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	67	Glenn Ramke	2	Adult	Flying	2005	1	8	Flew from S, landed in reeds		South Africa	Mpumalanga	Unknown		-27.36194	30.11944	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	68	Bradley Gibbons	14	Adult	Flying	2005	5	25	Flying over the dam that is near some mielie lands		South Africa	Eastern Cape	Unknown		-31.49861	25.55278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	69	Mark van Niekerk	70	65 Adults, 5 Juveniles	Feeding	2005	5	5	Four of the immature birds have rings.All have Yellow on right leg. Left leg Combinations: Yellow/Orange; Yellow/Red; Green/Blue; Orange/Red		South Africa	Eastern Cape	Unknown		-31.37833	27.75028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	71	Glenn Ramke	2	Adult	Feeding	2005	1	10	Have not found GCC nesting here before		South Africa	Mpumalanga	Unknown		-27.24861	30.05889	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	72	Glenn Ramke	1	Adult	Feeding	2005	1	13	Have not seen change over or regular sitings of CC		South Africa	Mpumalanga	Unknown		-27.34556	30.14306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	73	Bradley Gibbons	4	2 Adults, 2 Juveniles	Unknown	2005	3	22	Have to confirm that there are 2 chicks	Family group	South Africa	Eastern Cape	Unknown		-31.45472	25.19028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	74	Bradley Gibbons	7	Adult	Flying	2005	3	14	Heard them and saw them	Flock (single species)	South Africa	Eastern Cape	Unknown		-31.49389	25.00944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	75	Glenn Ramke	2	Adult	Roosting	2005	1	4	In Tree; Think it is the Weavers Nest pair perched in tree		South Africa	Mpumalanga	Unknown		-27.33222	30.16528	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	76	Bradley Gibbons	4	Adult	Feeding	2005	3	10	Karoo land with Agave		South Africa	Eastern Cape	Unknown		-31.99167	24.68194	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	77	Ronelle Visagie	2	Adult	Feeding	2005	10	9	Known pair		South Africa	Northern Cape	Unknown		-30.06639	23.90222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	80	Bradley Gibbons	78	Adult	Feeding	2005	6	30	Large field with sheep		South Africa	Eastern Cape	Unknown		-31.48972	25.50278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	81	Bradley Gibbons	74	Adult	Feeding	2005	7	2	Large field with sheep - irrigated		South Africa	Eastern Cape	Unknown		-31.48972	25.50278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	82	Bradley Gibbons & Leon Theron	74	Adult	Feeding	2005	7	8	Large field with sheep - irrigated		South Africa	Eastern Cape	Unknown		-31.48972	25.50278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	83	Bradley Gibbons	237	Adult	Feeding	2005	5	24	Largest flock seen - they were also spread out from each other		South Africa	Eastern Cape	Unknown		-31.34222	25.21833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	84	Bradley Gibbons & Ronelle Visagie	-9999	Unknown	Feeding	2005	8	10	Left: green/orange, Right: Large red		South Africa	Northern Cape	Unknown		-29.88500	24.39917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	85	Bradley Gibbons & Ronelle Visagie	-9999	Unknown	Feeding	2005	8	10	Left: green/white, Right: Large red		South Africa	Northern Cape	Unknown		-29.88500	24.39917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	86	Bradley Gibbons & Ronelle Visagie	-9999	Unknown	Feeding	2005	8	10	Left: Large red, Right: green/yellow		South Africa	Northern Cape	Unknown		-29.88500	24.39917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	87	Bradley Gibbons & Ronelle Visagie	-9999	Unknown	Feeding	2005	8	10	Left: Large red, Right: none		South Africa	Northern Cape	Unknown		-29.88500	24.39917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	88	Bradley Gibbons & Ronelle Visagie	-9999	Unknown	Feeding	2005	8	10	Left: Large red, Right: white		South Africa	Northern Cape	Unknown		-29.88500	24.39917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	89	Bradley Gibbons & Ronelle Visagie	-9999	Unknown	Feeding	2005	8	10	Left: Large red, Right: yellow/white		South Africa	Northern Cape	Unknown		-29.88500	24.39917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	90	Bradley Gibbons & Ronelle Visagie	-9999	Unknown	Feeding	2005	8	10	Left: orange, Right: Large red		South Africa	Northern Cape	Unknown		-29.88500	24.39917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	91	Bradley Gibbons & Ronelle Visagie	-9999	Unknown	Feeding	2005	8	10	Left: yellow, Right: Large red		South Africa	Northern Cape	Unknown		-29.88500	24.39917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	92	Bradley Gibbons	3	Adult	Unknown	2005	7	1	Leucistic crane included		South Africa	Eastern Cape	Unknown		-31.89889	24.75917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	93	Bradley Gibbons	10	Adult	Unknown	2005	5	27	Most of the birds (on Nooitverwacht and Geelbekfontein) were just walking around the area.		South Africa	Northern Cape	Unknown		-31.40250	24.15472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	94	Mark van Niekerk	2	Adult	Unknown	2005	5	19	NB; Pair are preparing to nest in Rush Valley pan. Have introduced the fledged chick to the Grey-Crowned Cranes at 'Templer Horn'		South Africa	Eastern Cape	Unknown		-30.85028	28.21278	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	95	David Khakhane	1	Adult	Unknown	2005	6	16	Near a road; Neck was bare - suspected to have been in captivity. David Khakhane and the police saw the bird.		South Africa	Northern Cape	Unknown		-30.01806	24.67000	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	96	Glenn Ramke	12	Adult	Feeding	2005	1	29	Near dam		South Africa	Mpumalanga	Unknown		-27.02611	30.12722	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	98	Bradley Gibbons	63	Adult	Unknown	2005	6	10	Near the pan - also a roosting site		South Africa	Northern Cape	Unknown		-31.55083	24.08667	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	99	Bradley Gibbons	10	Adult	Flying	2005	6	10	Near the roost site - the dam		South Africa	Northern Cape	Unknown		-31.54639	24.09083	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	100	Bradley Gibbons	2	Adult	Unknown	2005	10	12	Near the windmill		South Africa	Northern Cape	Unknown		-30.67583	24.49139	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	101	Glenn Ramke	1	Adult	Feeding	2005	1	4	Never seen a crane here before, very rocky and fairly closed in area to see BC		South Africa	Mpumalanga	Unknown		-27.30528	30.29667	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	102	Bradley Gibbons & Bennie van der Merwe	130	Adult	Feeding	2005	7	13	No rings could be seen. There were sheep on these lands together with the cranes. The cranes were flying around the lands.		South Africa	Eastern Cape	Unknown		-31.52583	24.64556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	103	Bradley Gibbons	2	Adult	Unknown	2005	4	6	No sign of chicks		South Africa	Eastern Cape	Unknown		-31.16444	25.69917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	104	Gavin Shaw	21	Adult	Feeding	2005	6	9	Not breeding; Large flock standing on island in wetland		South Africa	Mpumalanga	Unknown		-25.58083	30.07833	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	105	Gavin Shaw	8	6 Adults, 2 Juveniles	Feeding	2005	6	8	Not breeding; Standing on pastures feeding		South Africa	Mpumalanga	Unknown		-25.59500	30.09167	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	106	Gavin Shaw	41	Adult	Feeding	2005	6	30	Not breeding; Two men wielding shotguns in vlei. No WC's in site!!!		South Africa	Mpumalanga	Unknown		-25.58083	30.07833	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	107	Glenn Ramke	2	Adult	Feeding	2005	1	9	Often feed in field on neighbouring property		South Africa	Mpumalanga	Unknown		-27.36194	30.11944	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	108	Mark van Niekerk	67	63 Adults, 4 Juveniles	Feeding	2005	5	19	One of the birds has rings.White over Orange on left leg. Yellow on Right.	Flock (mixed species)	South Africa	Eastern Cape	Unknown		-30.78778	28.25806	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	109	Ronelle Visagie	4	Adult	Feeding	2005	10	27	One pair on each side of the road - calling		South Africa	Northern Cape	Unknown		-30.48500	24.64361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	110	Ronelle Visagie	33	Adult	Feeding	2005	10	12	Ostrich feeding camps; Feeding with sheep;  1 ringed BC:  L= long red; R=Green/White		South Africa	Northern Cape	Unknown		-30.64528	24.62444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	111	Bradley Gibbons	94	Adult	Flying	2005	7	30	Over lucerne lands - on their way to roost. Flew in a northern direction. They came from Juriesbaken.		South Africa	Eastern Cape	Unknown		-31.45694	25.49500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	112	Bernard Schmidt	80	Adult	Roosting	2005	5	23	Pan still has water in it	Flock (mixed species)	South Africa	Free State	Unknown		-27.50944	29.45750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	113	Ronelle Visagie	2	Adult	Feeding	2005	10	12	Please check coord.; Bradley also has this sighting		South Africa	Northern Cape	Unknown		-30.81333	24.71944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	114	Ronelle Visagie	2	Adult	Feeding	2005	10	12	Please check coord.; Bradley also has this sighting		South Africa	Northern Cape	Unknown		-30.71583	24.66528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	115	Bradley Gibbons	4	Adult	Flying	2005	8	18	Quite tall vegetation		South Africa	Eastern Cape	Unknown		-32.68639	23.47806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	116	Bradley Gibbons	2	Adult	Unknown	2005	8	18	Quite tall vegetation		South Africa	Eastern Cape	Unknown		-32.69444	23.46222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	117	Jan Mokwena	2	Adult	Unknown	2005	3	14	Received a phone call from another farmer in the area to let me know about this pair - Jan is very proud of this pair - they have 1 chick every year	Pair	South Africa	Free State	Unknown		-28.37861	28.93556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	118	Mark van Niekerk	114	109 Adults, 5 Juveniles	Feeding	2005	7	14	Resighting of ringed crane: Right leg: Large white. Left:Blue		South Africa	Eastern Cape	Unknown		-31.00194	28.21194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	119	Mark van Niekerk	2	Adult	Feeding	2005	8	22	Resighting of ringed crane: Right leg: Large Yellow. Left:Green top, Orange bottom		South Africa	Eastern Cape	Unknown		-31.01389	28.26500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	120	Andrew McFarlane	3	2 Adults, 1 Juvenile	Feeding	2005	8	20	Resighting of ringed crane: Right leg:Large Yellow. Left:Red		South Africa	Eastern Cape	Unknown		-31.09139	28.40917	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	121	Mark van Niekerk	3	Adult	Feeding	2005	10	10	Resightings:1) Left leg: LargeYellow. Right :  Green/ Orange		South Africa	Eastern Cape	Unknown		-31.01083	28.23833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	122	Mark van Niekerk	100	Adult	Feeding	2005	9	9	Resightings:1) Right leg: LargeYellow. Left:  Yellow .2)Right leg:Large Yellow . Left: Orange		South Africa	Eastern Cape	Unknown		-31.35833	27.75444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	123	Mark van Niekerk	125	120 Adults, 5 Juveniles	Feeding	2005	8	24	Resightings:1) Right leg: White/Yellow. Left: Large Yellow .2)Right leg:Orange. Left: Large Yellow		South Africa	Eastern Cape	Unknown		-31.26333	28.21250	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	125	Gavin Shaw	2	Adult	Breeding	2005	6	29	S1; Incubating only one egg. Good view on nest.	Pair	South Africa	Mpumalanga	Unknown		-25.28389	30.16167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	126	Bradley Gibbons + Leon	18	Adult	Feeding	2005	2	15	Same place as 14/02	Flock (single species)	South Africa	Northern Cape	Unknown		-30.89222	24.20250	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	127	Glenn Ramke	2	Adult	Feeding	2005	1	12	Same wetland as WC	Pair	South Africa	Mpumalanga	Unknown		-27.28889	30.46694	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	128	Frik Lemmer	2	Adult	Feeding	2005	5	16	Saw this pair on neighbouring farm as well.	Pair	South Africa	KwaZulu-Natal	Rivierplaas		-27.33889	30.89417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	130	Bradley Gibbons & Ronelle Visagie	330	Adult	Feeding	2005	8	10	See below sightings - these are out of the same flock		South Africa	Northern Cape	Unknown		-29.88500	24.39917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	131	Glenn Ramke	2	Adult	Feeding	2005	1	22	Seem to have lost clutch - see above	Pair	South Africa	Mpumalanga	Unknown		-27.34222	30.14194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	KwaZulu-Natal Crane Foundation	HumanObservation	132	Brent Coverdale	39	Adult	Unknown	2005	8	12	Seen at Kildare/Fordoun	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-29.30667	30.03139	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	KwaZulu-Natal Crane Foundation	HumanObservation	133	Brent Coverdale	39	Adult	Unknown	2005	8	12	Seen at Kildare/Fordoun	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-29.30667	30.03139	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	134	Glenn Ramke	2	Adult	Feeding	2005	1	10	Sitting	Pair	South Africa	Mpumalanga	Unknown		-27.30389	30.06028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	135	Glenn Ramke	2	Adult	Feeding	2005	1	17	Sitting	Pair	South Africa	Mpumalanga	Unknown		-27.34222	30.14194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	136	Glenn Ramke	2	Adult	Feeding	2005	1	19	Sitting	Pair	South Africa	Mpumalanga	Unknown		-27.34222	30.14194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	137	Glenn Ramke	2	Adult	Feeding	2005	1	16	Sitting	Pair	South Africa	KwaZulu-Natal	Unknown		-27.49222	30.14194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	138	Glenn Ramke	2	Adult	Feeding	2005	1	9	Sitting	Pair	South Africa	Mpumalanga	Unknown		-27.36500	30.12750	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	139	Glenn Ramke	2	Adult	Feeding	2005	1	14	Sitting; At edge of wetland more in grass than reeds	Pair	South Africa	Mpumalanga	Unknown		-27.34222	30.14194	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	140	Glenn Ramke	2	Adult	Feeding	2005	1	12	Sitting; New nest siting - saw pair with big chick last year		South Africa	Mpumalanga	Unknown		-26.48528	30.16167	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	141	Gavin Shaw	1	Adult	Feeding	2005	6	8	Standing in wetland on its own. No sign of other bird		South Africa	Mpumalanga	Unknown		-25.59500	30.09167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	142	Bradley Gibbons & Willie De Jager	120	Adult	Feeding	2005	7	2	Stubble		South Africa	Eastern Cape	Unknown		-31.59333	25.58667	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	143	Bradley Gibbons & Ronelle Visagie	2	Adult	Unknown	2005	3	15	Supposed to be chicks, but we didn't see them - neither did the farm worker	Pair	South Africa	Northern Cape	Unknown		-30.04750	23.96444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	144	Elana Kitching	70	Adult	Feeding	2005	8	26	Tall karoo bossies		South Africa	Eastern Cape	Unknown		-33.28056	24.83500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	145	Bradley Gibbons	2	Adult	Feeding	2005	8	28	Tall karoo bossies		South Africa	Eastern Cape	Unknown		-32.51306	24.87167	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	146	Elana Kitching	6	Adult	Unknown	2005	8	26	Tall karoo bossies		South Africa	Eastern Cape	Unknown		-32.46361	24.65417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	147	Bradley Gibbons	127	Adult	Feeding	2005	7	15	The birds flew in - I was in the lands and the birds arrived - the first time this has happened - usually the birds fly away		South Africa	Eastern Cape	Unknown		-32.39000	25.45944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	149	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2005	3	30	The chick is very big and is nearly ready to fly - the adults were walking away from the bakkie	Family group	South Africa	Eastern Cape	Unknown		-31.38944	25.19611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	151	Bradley Gibbons	3	Adult	Unknown	2005	10	31	The cranes were close to embankments made with rock. A disturbed area.		South Africa	Northern Cape	Unknown		-31.12722	24.59361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	152	B.Gibbons & Frikkie Rossouw	80	Adult	Feeding	2005	10	5	The farmer reported that these cranes are a problem. They flew away when we arrived.		South Africa	Eastern Cape	Unknown		-32.60944	25.15222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	153	Resident	7	Adult	Flying	2005	10	20	The man says that cranes very seldom fly over the town - probably flying to other areas		South Africa	Northern Cape	Unknown		-31.40361	23.11806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	154	Bradley Gibbons	7	Adult	Unknown	2005	7	15	The veld adjacent to the lands		South Africa	Eastern Cape	Unknown		-32.39667	25.45611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	155	Bradley Gibbons	28	Adult	Unknown	2005	6	30	There were sheep nearby and a small dam		South Africa	Eastern Cape	Unknown		-31.69889	25.43417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	156	Bradley Gibbons	500	Adult	Feeding	2005	10	13	They are a prolem on the recently ploughed lands - where mielies will be sown.		South Africa	Free State	Unknown		-29.64028	24.69028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	157	Bradley Gibbons	14	Adult	Unknown	2005	4	6	They flew around a bit, but didn't fly away from the area		South Africa	Eastern Cape	Unknown		-31.46639	25.20889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	158	Bradley Gibbons & Bennie van der Merwe	35	Adult	Flying	2005	7	13	They flew to a dry lucerne land - with cattle		South Africa	Eastern Cape	Unknown		-31.51778	24.62528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	159	Bradley Gibbons + W. Loock	2	Adult	Feeding	2005	8	23	They make a nest close to this area every year		South Africa	Northern Cape	Unknown		-31.10556	25.30444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
