id	ownerInstitutionCode	basisOfRecord	catalogNumber	recordedBy	individualCount	lifeStage	behavior	year	month	day	fieldNotes	eventRemarks	country	stateProvince	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	scientificName	genus	vernacularName
	Endangered Wildlife Trust	HumanObservation	21927	Penn	4	Adult	Unknown	2009	1	10		Flock (single species)	South Africa	Eastern Cape	Unknown	200m to the SouthEast	-31.93667	24.73694	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21928	Penn	2	Adult	Unknown	2009	1	10		Pair	South Africa	Eastern Cape	Unknown	100m to the West	-31.93667	24.73694	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21929	Handre Viljoen	52	Adult	Unknown	2009	1	12		Flock (single species)	South Africa	Northern Cape	Geelbeksfontein		-31.40806	24.15361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21930	Tinus Lessing	3	2 Adults, 1 Chick	Unknown	2009	1	12		Family group	South Africa	Eastern Cape	Unknown		-31.43250	25.27667	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21931	Karools Tambokie	3	2 Adults, 1 Chick	Unknown	2009	1	13	Coordinates not 100% - they were in this area	Family group	South Africa	Eastern Cape	Mountain camp		-31.92250	24.91389	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21932	Bradley Gibbons	1	Adult	Unknown	2009	1	13		Single	South Africa	Eastern Cape	Quaggasfontein	200m to the East	-31.87194	24.82944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21933	Bradley Gibbons	2	Adult	Unknown	2009	1	13		Pair	South Africa	Eastern Cape	Quaggasfontein	50m to the West	-31.89222	24.79278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21934	Bradley Gibbons	6	Adult	Flying	2009	1	13	No nest, no chicks	Flock (single species)	South Africa	Eastern Cape	Quaggasfontein		-31.89417	24.83389	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21935	Bradley Gibbons	2	Adult	Unknown	2009	1	13	No nest, no chicks	Pair	South Africa	Eastern Cape	Quaggasfontein	1000m to the West	-31.90000	24.83389	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21936	Bradley Gibbons	2	Adult	Unknown	2009	1	13	No nest, no chicks	Pair	South Africa	Eastern Cape	Quaggasfontein	400m to the SouthWest	-31.91417	24.83278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21937	Bradley Gibbons	2	Adult	Unknown	2009	1	13		Pair	South Africa	Eastern Cape	Quaggasfontein	600m to the SouthWest	-31.91417	24.83278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21938	Bradley Gibbons	4	Adult	Unknown	2009	1	13		Flock (single species)	South Africa	Eastern Cape	Quaggasfontein	50m to the NorthEast	-31.92361	24.81278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21939	Bradley Gibbons	43	Adult	Feeding	2009	1	13		Flock (single species)	South Africa	Eastern Cape	Quaggasfontein	100m to the SouthEast	-31.92833	24.81278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21940	Bradley Gibbons	5	Adult	Feeding	2009	1	13		Flock (single species)	South Africa	Eastern Cape	Quaggasfontein	350m to the SouthWest	-31.91556	24.80694	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21941	Bradley Gibbons	2	Adult	Unknown	2009	1	13		Pair	South Africa	Eastern Cape	Quaggasfontein	80m to the East	-31.93361	24.79861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21942	Bradley Gibbons	4	Adult	Feeding	2009	1	13	Can't see other crane, not sure if there is maybe a nest	Flock (single species)	South Africa	Eastern Cape	Quaggasfontein	50m to the West	-31.90611	24.77000	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21943	Bradley Gibbons	1	Adult	Feeding	2009	1	13	Burnt veld	Single	South Africa	Eastern Cape	Quaggasfontein	70m to the NorthWest	-31.89417	24.79722	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21944	Bradley Gibbons	6	Adult	Feeding	2009	1	13	Nest	Flock (single species)	South Africa	Eastern Cape	Quaggasfontein	300m to the East	-31.85917	24.86028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21945	Bradley Gibbons	2	Adult	Breeding	2009	1	13		Pair	South Africa	Eastern Cape	Driefontein		-31.76722	24.94556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21946	Handre Viljoen	30	Adult	Unknown	2009	1	13		Flock (single species)	South Africa	Northern Cape	Geelbeksfontein		-31.40806	24.15361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21947	Bradley Gibbons	2	Adult	Feeding	2009	1	14		Pair	South Africa	Eastern Cape	Sherborne	250m to the SouthWest	-31.34028	24.99917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21948	Bradley Gibbons	1	Adult	Unknown	2009	1	14	No nest, looked in the area	Single	South Africa	Eastern Cape	Sherborne	80m to the West	-31.34028	24.99917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21949	Bradley Gibbons	2	Adult	Feeding	2009	1	15		Flock (single species)	South Africa	Eastern Cape	Unknown	100m to the North	-31.55500	24.71194	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21950	Bradley Gibbons	3	2 Adults, 1 Chick	Feeding	2009	1	15		Family group	South Africa	Eastern Cape	Unknown	120m to the South	-31.55333	24.69278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21951	Bradley Gibbons	4	Adult	Feeding	2009	1	15		Flock (single species)	South Africa	Eastern Cape	Unknown	80m to the North	-31.55222	24.67889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21952	Bradley Gibbons	2	Adult	Feeding	2009	1	15		Pair	South Africa	Eastern Cape	Unknown	70m to the North	-31.55222	24.67556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21953	Bradley Gibbons	4	2 Adults, 2 Chicks	Feeding	2009	1	15		Family group	South Africa	Eastern Cape	Fairview	60m to the South	-31.54000	24.55472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21954	Bradley Gibbons	5	Adult	Unknown	2009	1	15	Around Opuntia ficus indica	Flock (single species)	South Africa	Northern Cape	Slaaifontein	50m to the East	-31.41889	24.25806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21955	Bradley Gibbons	4	Adult	Feeding	2009	1	15		Flock (single species)	South Africa	Northern Cape	Slaaifontein	100m to the NorthWest	-31.41028	24.26000	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21956	Bradley Gibbons	1	Adult	Feeding	2009	1	15		Single	South Africa	Northern Cape	Slaaifontein	200m to the East	-31.38778	24.26444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21957	Bradley Gibbons	2	Adult	Feeding	2009	1	15		Pair	South Africa	Northern Cape	Slaaifontein	200m to the West	-31.37472	24.26556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21958	Bradley Gibbons	2	Adult	Unknown	2009	1	15	Near a windmill	Pair	South Africa	Northern Cape	Slaaifontein	600m to the NorthEast	-31.37250	24.26583	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21959	Hubert Viljoen	4	Adult	Unknown	2009	1	15	Coordinates not 100%	Flock (single species)	South Africa	Northern Cape	Slaaifontein		-31.34500	24.28417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21960	Bradley Gibbons	5	Adult	Unknown	2009	1	15	Near a windmill	Flock (single species)	South Africa	Northern Cape	Slaaifontein	800m to the NorthEast	-31.34333	24.25028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21961	Bradley Gibbons	2	Adult	Feeding	2009	1	15	Bakenskop area	Pair	South Africa	Northern Cape	Unknown	400m to the NorthEast	-31.32917	24.22611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21962	Bradley Gibbons	25	Adult	Flying	2009	1	15		Flock (single species)	South Africa	Northern Cape	Unknown	400m to the NorthEast	-31.42056	24.17139	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21963	Bradley Gibbons	6	Adult	Unknown	2009	1	15		Flock (single species)	South Africa	Northern Cape	Unknown	600m to the SouthWest	-31.42056	24.17139	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21964	Bradley Gibbons	2	Adult	Unknown	2009	1	15	Pair was separated, couldn't confirm if nesting	Pair	South Africa	Northern Cape	Geelbeksfontein	100m to the East	-31.42083	24.17861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21965	Bradley Gibbons	2	Adult	Feeding	2009	1	15		Pair	South Africa	Northern Cape	Geelbeksfontein	70m to the SouthWest	-31.44861	24.14861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21966	Bradley Gibbons	3	Adult	Unknown	2009	1	15	no nest	Flock (single species)	South Africa	Northern Cape	Geelbeksfontein	60m to the NorthEast	-31.44306	24.13444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21967	Bradley Gibbons	2	Adult	Unknown	2009	1	15	Vlak suid	Pair	South Africa	Northern Cape	Geelbeksfontein	50m to the NorthWest	-31.44472	24.13000	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21968	Bradley Gibbons	1	Adult	Unknown	2009	1	15		Single	South Africa	Northern Cape	Geelbeksfontein	80m to the West	-31.44139	24.12917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21969	Bradley Gibbons	1	Adult	Unknown	2009	1	15		Single	South Africa	Northern Cape	Geelbeksfontein	120m to the West	-31.42833	24.12417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21970	Bradley Gibbons	2	Adult	Unknown	2009	1	15		Pair	South Africa	Northern Cape	Geelbeksfontein	250m to the NorthWest	-31.42556	24.12361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21971	Bradley Gibbons	5	Adult	Unknown	2009	1	15	near a windmill	Flock (single species)	South Africa	Northern Cape	Geelbeksfontein	800m to the North	-31.42556	24.12361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21972	Bradley Gibbons	29	Adult	Unknown	2009	1	15		Flock (single species)	South Africa	Northern Cape	Unknown	300m to the NorthEast	-31.37111	24.16528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21973	Bradley Gibbons	2	Adult	Feeding	2009	1	15		Pair	South Africa	Northern Cape	Unknown	800m to the North	-31.36944	24.16917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21974	Bradley Gibbons	4	Adult	Unknown	2009	1	15		Flock (single species)	South Africa	Northern Cape	Unknown	200m to the West	-31.34583	24.19528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21975	Bradley Gibbons	4	Adult	Unknown	2009	1	15		Flock (single species)	South Africa	Northern Cape	Unknown	120m to the West	-31.36472	24.20556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21976	Bradley Gibbons	2	Adult	Unknown	2009	1	15		Pair	South Africa	Northern Cape	Nooitverwag	350m to the South	-31.38778	24.20806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21977	Bradley Gibbons	2	Adult	Feeding	2009	1	15		Pair	South Africa	Northern Cape	Nooitverwag	350m to the South	-31.50278	24.45917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21978	Ronelle Visagie	2	Adult	Unknown	2009	1	16		Pair	South Africa	Northern Cape	Kraankuilsdam		-29.86806	24.19500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21979	Ronelle Visagie	2	Adult	Unknown	2009	1	16		Pair	South Africa	Northern Cape	Near Nooitgedacht		-29.95750	24.53194	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21980	Ronelle Visagie	1	Adult	Unknown	2009	1	16		Single	South Africa	Northern Cape	Kraankuilsdam		-29.86806	24.19500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21981	Bradley Gibbons	4	2 Adults, 2 Chicks	Unknown	2009	1	16		Family group	South Africa	Eastern Cape	Helmekaar	200m to the South	-31.46361	25.21861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21982	Bradley Gibbons	3	Adult	Flying	2009	1	16		Flock (single species)	South Africa	Eastern Cape	Helmekaar	800m to the North	-31.46361	25.21861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21983	Bradley Gibbons	1	Adult	Unknown	2009	1	20		Single	South Africa	Eastern Cape	Unknown	20m to the SouthWest	-31.87639	24.75833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21984	Bradley Gibbons	2	Adult	Unknown	2009	1	22		Pair	South Africa	Eastern Cape	Unknown	250m to the South	-31.46833	25.19472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21985	Bradley Gibbons	1	Adult	Unknown	2009	1	22		Single	South Africa	Eastern Cape	Ridgewater	200m to the SouthEast	-31.49083	25.31556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21986	Bradley Gibbons	5	Adult	Unknown	2009	1	22		Flock (single species)	South Africa	Eastern Cape	Harveya	200m to the SouthWest	-31.51194	25.35361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21987	Keith Trollip	2	Adult	Unknown	2009	1	23		Pair	South Africa	Eastern Cape	Zuiverkuil	40m to the South	-31.59222	25.29222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21988	Bradley Gibbons	2	Adult	Unknown	2009	1	25		Pair	South Africa	Eastern Cape	Zuiverkuil	40m to the South	-31.59222	25.29222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21989	Bradley Gibbons	1	Adult	Unknown	2009	1	27	Burnt veld	Single	South Africa	Eastern Cape	Unknown	50m to the NorthEast	-31.85972	24.85750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21990	Bradley Gibbons	2	Adult	Feeding	2009	1	27	Burnt veld	Pair	South Africa	Eastern Cape	Unknown	350m to the NorthEast	-31.85972	24.85750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21991	Bradley Gibbons	2	Adult	Feeding	2009	1	27		Pair	South Africa	Eastern Cape	Unknown	200m to the NorthEast	-31.86444	24.84472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21992	Bradley Gibbons	2	Adult	Unknown	2009	1	27		Pair	South Africa	Eastern Cape	Unknown	60m to the West	-31.88000	24.81861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21993	Bradley Gibbons	2	Adult	Feeding	2009	1	27		Pair	South Africa	Eastern Cape	Unknown	100m to the East	-31.93528	24.73889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21994	Bradley Gibbons	2	Adult	Feeding	2009	1	27		Pair	South Africa	Eastern Cape	Unknown	100m to the West	-31.99389	24.67861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21995	Bradley Gibbons	3	Adult	Unknown	2009	1	27	In Camdeboo National Park	Flock (single species)	South Africa	Eastern Cape	Unknown	50m to the North	-32.21278	24.49972	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21996	Bradley Gibbons	14	Adult	Feeding	2009	1	27		Flock (single species)	South Africa	Eastern Cape	Unknown	50m to the NorthWest	-32.07444	24.36833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21997	Bradley Gibbons	5	Adult	Unknown	2009	1	27		Flock (single species)	South Africa	Eastern Cape	Unknown	80m to the East	-31.89444	24.75861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21998	Bradley Gibbons	2	Adult	Unknown	2009	1	27		Pair	South Africa	Eastern Cape	Unknown	600m to the West	-31.87889	24.75750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	21999	Bradley Gibbons	2	Adult	Unknown	2009	1	27		Pair	South Africa	Eastern Cape	Unknown	30m to the East	-31.86278	24.77111	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22000	Bradley Gibbons	2	Adult	Unknown	2009	1	27		Pair	South Africa	Eastern Cape	Unknown	200m to the NorthEast	-31.85944	24.77694	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22001	Bradley Gibbons	4	Adult	Unknown	2009	1	27		Flock (single species)	South Africa	Eastern Cape	Unknown	70m to the West	-31.85944	24.77694	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22002	Bradley Gibbons	15	Adult	Feeding	2009	1	27		Flock (single species)	South Africa	Eastern Cape	Unknown	400m to the East	-31.85278	24.78833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22003	Bradley Gibbons	3	2 Adults, 1 Chick	Feeding	2009	1	27		Family group	South Africa	Eastern Cape	Unknown	400m to the SouthWest	-31.87139	24.76306	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22004	Bradley Gibbons	1	Adult	Unknown	2009	1	31		Single	South Africa	Eastern Cape	Unknown	100m to the East	-31.46444	25.17972	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22005	Bradley Gibbons	2	Adult	Feeding	2009	1	31		Pair	South Africa	Eastern Cape	Unknown	400m to the NorthEast	-31.46444	25.17972	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22006	Bradley Gibbons	1	Adult	Unknown	2009	1	31		Single	South Africa	Eastern Cape	Unknown	400m to the SouthEast	-31.44833	25.19778	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22007	Bradley Gibbons	2	Adult	Feeding	2009	1	31		Pair	South Africa	Eastern Cape	Unknown	600m to the NorthWest	-31.44833	25.19778	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22008	Bradley Gibbons	2	Adult	Feeding	2009	1	31		Pair	South Africa	Eastern Cape	Unknown	600m to the SouthWest	-31.44833	25.19778	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22009	Bradley Gibbons	2	Adult	Feeding	2009	1	31		Pair	South Africa	Eastern Cape	Unknown	50m to the South	-31.43528	25.22389	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22010	Bradley Gibbons	2	Adult	Feeding	2009	1	31		Pair	South Africa	Eastern Cape	Unknown	600m to the SouthEast	-31.43528	25.22389	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22011	Bradley Gibbons	2	Adult	Feeding	2009	1	31		Pair	South Africa	Eastern Cape	Unknown	400m to the South	-31.46278	25.22222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22012	Owner	4	Adult	Feeding	2009	1	1	Small flocks have not been seen here for about 7 years and in the past few months they are being seen again	Flock (single species)	South Africa	KwaZulu-Natal	Groenkloof	150m to the NorthEast	-27.42528	30.19000	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22013	Glenn Ramke	2	Adult	Breeding	2009	1	3	Change over	Pair	South Africa	Mpumalanga	Wakkerstroom wetland	80m to the SouthEast	-27.34194	30.14222	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	22014	Glenn Ramke	3	2 Adults, 1 Chick	Feeding	2009	1	3		Family group	South Africa	Mpumalanga	Elandsfontein	250m to the NorthEast	-27.23139	30.00000	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22015	Glenn Ramke	4	2 Adults, 2 Chicks	Feeding	2009	1	3		Family group	South Africa	Mpumalanga	Meinheim	300m to the South	-27.25222	30.06444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22016	Glenn Ramke	2	Adult	Feeding	2009	1	3		Pair	South Africa	Mpumalanga	Meinheim	100m to the SouthWest	-27.25194	30.06250	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	22017	Glenn Ramke	4	2 Adults, 2 Chicks	Feeding	2009	1	3		Family group	South Africa	Mpumalanga	Meinheim	400m to the NorthWest	-27.25750	30.06083	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22018	Glenn Ramke	3	2 Adults, 1 Chick	Feeding	2009	1	3		Family group	South Africa	Mpumalanga	Wydegelegen	250m to the West	-27.23306	30.09417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22019	Glenn Ramke	2	Adult	Feeding	2009	1	3	Too far away to see small chicks	Family group	South Africa	Mpumalanga	Driefontein	1000m to the South	-27.28472	30.14528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	22020	Glenn Ramke	4	2 Adults, 2 Chicks	Feeding	2009	1	3		Family group	South Africa	Mpumalanga	Wakkerstroom wetland	150m to the East	-27.36472	30.12722	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	22021	Glenn Ramke	2	Adult	Feeding	2009	1	3		Pair	South Africa	Mpumalanga	Wakkerstroom wetland	30m to the North	-27.37528	30.12556	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	22022	Glenn Ramke	2	Adult	Feeding	2009	1	3		Pair	South Africa	Mpumalanga	Wakkerstroom wetland	200m to the West	-27.30917	30.18806	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	22023	Glenn Ramke	2	Adult	Feeding	2009	1	3	For years pair bred here last few years always come but do not seem to have bred this season saw 1 once then 2 again	Pair	South Africa	Mpumalanga	Wakkerstroom wetland	400m to the North	-27.33222	30.16556	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	22024	Glenn Ramke	2	Adult	Feeding	2009	1	5	Saw 1 once then 2 again for many years bred here	Pair	South Africa	Mpumalanga	Wakkerstroom wetland	50m to the South	-27.34389	30.12111	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	22025	Glenn Ramke	2	Adult	Feeding	2009	1	5		Pair	South Africa	Mpumalanga	Wakkerstroom wetland	500m to the NorthEast	-27.36167	30.11972	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	22026	Glenn Ramke	3	2 Adults, 1 Chick	Feeding	2009	1	5	Hard to see small chick think just 1	Family group	South Africa	Mpumalanga	Wakkerstroom wetland	50m to the North	-27.37528	30.12583	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	22027	Glenn Ramke	2	Adult	Flying	2009	1	5	Change over	Pair	South Africa	Mpumalanga	Wakkerstroom wetland	200m to the NorthWest	-27.37500	30.12361	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	22028	Glenn Ramke	4	2 Adults, 2 Chicks	Feeding	2009	1	5		Family group	South Africa	Mpumalanga	Wakkerstroom wetland	75m to the West	-27.35972	30.13250	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
