id	ownerInstitutionCode	basisOfRecord	catalogNumber	recordedBy	individualCount	lifeStage	behavior	year	month	day	fieldNotes	eventRemarks	country	stateProvince	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	scientificName	genus	vernacularName
	Endangered Wildlife Trust	HumanObservation	17362	Bradley Gibbons	5	3 Adults, 2 Juveniles	Unknown	2007	4	17		Family group	South Africa	Eastern Cape	Unknown		-3.145.833	2.522.639	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17363	Bradley Gibbons	3	Adult	Unknown	2007	5	21		Family group	South Africa	Eastern Cape	Unknown		-3.190.639	2.477.167	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17364	Bradley Gibbons	3	Adult	Unknown	2007	5	27		Family group	South Africa	Eastern Cape	Unknown		-3.181.139	2.531.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17365	Bradley Gibbons	4	Adult	Unknown	2007	5	27		Family group	South Africa	Eastern Cape	Unknown		-3.192.778	2.483.194	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17366	Bradley Gibbons	3	Adult	Unknown	2007	6	27		Family group	South Africa	Eastern Cape	Unknown		-3.144.889	2.462.528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17367	Bradley Gibbons	3	2 Adults, 1 Juvenile	Unknown	2008	4	27		Family group	South Africa	Eastern Cape	Unknown		-3.160.667	2.526.750	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17368	Bradley Gibbons	3	2 Adults, 1 Chick	Unknown	2008	2	28		Family group	South Africa	Northern Cape	Unknown		-3.062.444	2.460.167	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17369	BG and Handre Viljoen	3	Adult	Unknown	2007	5	25		Family group	South Africa	Northern Cape	Unknown		-3.140.306	2.414.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17370	Ronelle Visagie	7	Adult	Feeding	2007	7	16		Flock (single species)	South Africa	Northern Cape	Unknown	200m to the North	-3.086.333	2.422.778	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17371	Bradley Gibbons	3	Adult	Feeding	2008	7	30		Flock (single species)	South Africa	Northern Cape	Unknown	400m to the North	-3.084.778	2.419.917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17372	Bradley Gibbons	47	Adult	Feeding	2007	7	25		Flock (single species)	South Africa	Northern Cape	Unknown	1200m to the North	-3.117.000	2.515.389	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17373	Bradley Gibbons	27	Adult	Feeding	2007	7	25		Flock (single species)	South Africa	Northern Cape	Unknown	200m to the North	-3.117.139	2.515.278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17374	Bradley Gibbons	2	Adult	Feeding	2007	7	25		Flock (single species)	South Africa	Northern Cape	Unknown	400m to the North	-3.119.556	2.513.833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17375	Bradley Gibbons	28	Adult	Feeding	2007	7	30		Flock (single species)	South Africa	Northern Cape	Unknown	100m to the North	-3.117.083	2.515.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17376	Bradley Gibbons	9	Adult	Feeding	2007	7	31		Flock (single species)	South Africa	Northern Cape	Unknown	500m to the North	-3.151.250	2.449.194	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17377	Bradley Gibbons	43	Adult	Feeding	2007	7	31		Flock (single species)	South Africa	Northern Cape	Unknown	200m to the North	-3.149.889	2.445.222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17378	Bradley Gibbons	98	Adult	Feeding	2007	8	8		Flock (single species)	South Africa	Northern Cape	Unknown	200m to the North	-3.126.972	2.479.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17379	Bradley Gibbons	6	Adult	Feeding	2008	5	30		Flock (single species)	South Africa	Eastern Cape	Unknown	300m to the North	-3.153.639	2.453.583	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17380	Bradley Gibbons	12	Adult	Feeding	2008	5	30		Flock (single species)	South Africa	Northern Cape	Unknown	400m to the North	-3.145.722	2.432.806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17381	Bradley Gibbons	6	Adult	Feeding	2008	5	30		Flock (single species)	South Africa	Northern Cape	Unknown	200m to the North	-3.140.222	2.416.056	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17382	Bradley Gibbons	6	Adult	Feeding	2007	7	24		Flock (single species)	South Africa	Eastern Cape	Unknown	500m to the North	-3.198.222	2.479.000	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17383	Bradley Gibbons	38	Adult	Feeding	2008	7	17		Flock (single species)	South Africa	Northern Cape	Unknown	300m to the NorthEast	-3.141.444	2.415.639	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17384	Bradley Gibbons	32	Adult	Feeding	2007	7	30		Flock (single species)	South Africa	Northern Cape	Unknown	32m to the NorthEast	-3.117.083	2.515.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17385	Bradley Gibbons	23	Adult	Feeding	2007	8	8		Flock (single species)	South Africa	Northern Cape	Unknown	350m to the NorthEast	-3.093.333	2.389.361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17386	Bradley Gibbons	3	Adult	Feeding	2007	8	8		Flock (single species)	South Africa	Northern Cape	Unknown	300m to the NorthEast	-3.092.722	2.390.222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17387	Bradley Gibbons	23	Adult	Feeding	2008	5	7		Flock (single species)	South Africa	Northern Cape	Unknown	1000m to the NorthEast	-3.084.944	2.420.139	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17388	Bradley Gibbons	3	Adult	Feeding	2008	5	12		Flock (single species)	South Africa	Northern Cape	Unknown	400m to the NorthEast	-3.130.028	2.487.500	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17389	Bradley Gibbons	6	Adult	Feeding	2007	10	11		Flock (single species)	South Africa	Eastern Cape	Unknown	600m to the NorthEast	-3.165.889	2.532.222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17390	Bradley Gibbons	2	Adult	Feeding	2007	11	6		Flock (single species)	South Africa	Eastern Cape	Unknown	250m to the NorthEast	-3.207.833	2.437.389	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17392	Bradley Gibbons	3	Adult	Feeding	2008	3	8		Flock (single species)	South Africa	Northern Cape	Unknown	500m to the East	-3.058.083	2.456.444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17393	Bradley Gibbons	6	Adult	Feeding	2008	7	14		Flock (single species)	South Africa	Northern Cape	Unknown	300m to the East	-3.083.389	2.450.944	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17394	Bradley Gibbons	103	Adult	Feeding	2008	7	14		Flock (single species)	South Africa	Northern Cape	Unknown	400m to the East	-3.093.222	2.453.139	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17395	Bradley Gibbons	137	Adult	Feeding	2008	7	17		Flock (single species)	South Africa	Northern Cape	Unknown	500m to the East	-3.156.722	2.421.778	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17396	Bradley Gibbons	11	Adult	Feeding	2007	8	8		Flock (single species)	South Africa	Northern Cape	Unknown	250m to the East	-3.118.167	2.372.417	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17397	Bradley Gibbons	3	Adult	Feeding	2008	5	7		Flock (single species)	South Africa	Northern Cape	Unknown	600m to the East	-3.085.056	2.420.250	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17398	Bradley Gibbons	5	Adult	Feeding	2008	6	12		Flock (single species)	South Africa	Northern Cape	Unknown	100m to the East	-3.075.861	2.449.556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17399	Ronelle Visagie	12	Adult	Feeding	2007	7	16		Flock (single species)	South Africa	Eastern Cape	Unknown	100m to the East	-3.191.417	2.476.611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17400	Ronelle Visagie	20	Adult	Feeding	2007	7	24		Flock (single species)	South Africa	Eastern Cape	Unknown	340m to the East	-3.201.583	2.464.611	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17401	Bradley Gibbons	5	Adult	Feeding	2007	4	24		Flock (single species)	South Africa	Eastern Cape	Unknown	350m to the East	-3.193.472	2.474.222	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17402	Bradley Gibbons	5	Adult	Feeding	2007	7	24		Flock (single species)	South Africa	Eastern Cape	Unknown	200m to the East	-3.190.722	2.476.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17403	Bradley Gibbons	34	Adult	Feeding	2007	7	24		Flock (single species)	South Africa	Eastern Cape	Unknown	200m to the East	-3.190.972	2.476.556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17404	Bradley Gibbons	79	Adult	Feeding	2007	7	28		Flock (single species)	South Africa	Eastern Cape	Unknown	2000m to the East	-3.146.194	2.518.250	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17405	Bradley Gibbons	76	Adult	Feeding	2007	7	28		Flock (single species)	South Africa	Eastern Cape	Unknown	2000m to the East	-3.145.000	2.519.583	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17406	Bradley Gibbons	34	Adult	Feeding	2007	9	17		Flock (single species)	South Africa	Eastern Cape	Unknown	500m to the East	-3.190.667	2.476.972	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17407	Bradley Gibbons	33	Adult	Feeding	2007	10	1		Flock (single species)	South Africa	Eastern Cape	Unknown	200m to the East	-3.190.750	2.476.833	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17408	Bradley Gibbons	7	Adult	Feeding	2007	11	1		Flock (single species)	South Africa	Eastern Cape	Unknown	650m to the East	-3.186.278	2.484.972	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17409	Bradley Gibbons	164	Adult	Feeding	2008	5	23		Flock (single species)	South Africa	Eastern Cape	Unknown	200m to the East	-3.190.694	2.476.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17410	Bradley Gibbons	17	Adult	Feeding	2007	7	25		Flock (single species)	South Africa	Northern Cape	Unknown	400m to the SouthEast	-3.119.833	2.513.722	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17411	Bradley Gibbons	96	Adult	Feeding	2008	6	3		Flock (single species)	South Africa	Eastern Cape	Unknown	400m to the SouthEast	-3.190.722	2.476.861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17412	Bradley Gibbons	3	2 Adults, 1 Juvenile	Feeding	2008	7	29		Flock (single species)	South Africa	Northern Cape	Unknown	100m to the South	-3.140.194	2.413.111	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17413	Bradley Gibbons	4	Adult	Feeding	2008	7	30		Flock (single species)	South Africa	Northern Cape	Unknown	80m to the South	-3.127.000	2.479.472	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17414	Bradley Gibbons	22	Adult	Feeding	2007	7	31		Flock (single species)	South Africa	Northern Cape	Unknown	150m to the South	-3.135.611	2.430.389	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17415	Bradley Gibbons	5	Adult	Feeding	2007	7	31		Flock (single species)	South Africa	Northern Cape	Unknown	400m to the South	-3.136.139	2.427.278	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17416	Bradley Gibbons	22	18 Adults, 4 Juveniles	Feeding	2008	7	17		Flock (single species)	South Africa	Northern Cape	Unknown	100m to the SouthWest	-3.140.306	2.414.444	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17417	Bradley Gibbons	23	Adult	Feeding	2007	12	11		Flock (single species)	South Africa	Eastern Cape	Unknown	800m to the SouthWest	-3.190.806	2.483.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17418	Bradley Gibbons	9	Adult	Feeding	2008	6	3		Flock (single species)	South Africa	Eastern Cape	Unknown	600m to the SouthWest	-3.190.722	2.476.861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17419	Bradley Gibbons	63	Adult	Feeding	2008	7	17		Flock (single species)	South Africa	Northern Cape	Unknown	400m to the West	-3.156.722	2.421.778	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17420	Bradley Gibbons	34	Adult	Feeding	2007	7	25		Flock (single species)	South Africa	Northern Cape	Unknown	800m to the West	-3.115.250	2.515.028	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17421	Bradley Gibbons	12	Adult	Feeding	2008	4	7		Flock (single species)	South Africa	Northern Cape	Unknown	500m to the West	-3.087.833	2.421.917	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17422	Bradley Gibbons	17	Adult	Feeding	2007	7	24		Flock (single species)	South Africa	Eastern Cape	Unknown	300m to the West	-3.190.722	2.476.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17423	Bradley Gibbons	2	Adult	Feeding	2007	7	28		Flock (single species)	South Africa	Eastern Cape	Unknown	800m to the West	-3.144.889	2.519.722	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17424	Bradley Gibbons	47	Adult	Feeding	2007	9	17		Flock (single species)	South Africa	Eastern Cape	Unknown	400m to the West	-3.190.667	2.476.972	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17425	Bradley Gibbons	13	Adult	Feeding	2007	10	1		Flock (single species)	South Africa	Eastern Cape	Unknown	200m to the West	-3.201.583	2.464.528	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17426	Bradley Gibbons	23	Adult	Feeding	2008	5	23		Flock (single species)	South Africa	Eastern Cape	Unknown	200m to the West	-3.190.694	2.476.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17427	Bradley Gibbons	90	Adult	Feeding	2007	7	25		Flock (single species)	South Africa	Northern Cape	Unknown	2000m to the NorthWest	-3.117.000	2.515.389	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17428	Bradley Gibbons	61	Adult	Feeding	2007	7	30		Flock (single species)	South Africa	Northern Cape	Unknown	1500m to the NorthWest	-3.117.083	2.515.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17429	Bradley Gibbons	10	Adult	Feeding	2007	7	30		Flock (single species)	South Africa	Northern Cape	Unknown	1700m to the NorthWest	-3.117.083	2.515.333	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17430	Bradley Gibbons	16	Adult	Feeding	2008	7	29		Flock (single species)	South Africa	Eastern Cape	Unknown	600m to the NorthWest	-3.153.722	2.453.972	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17431	Bradley Gibbons	4	Adult	Feeding	2007	7	24		Flock (single species)	South Africa	Eastern Cape	Unknown	500m to the NorthWest	-3.202.639	2.463.139	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17432	Bradley Gibbons	28	Adult	Feeding	2007	10	1		Flock (single species)	South Africa	Eastern Cape	Unknown	500m to the NorthWest	-3.190.750	2.476.806	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17433	Ronelle Visagie	36	Adult	Feeding	2007	3	27		Flock (single species)	South Africa	Northern Cape	Unknown		-3.049.139	2.459.361	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17434	Dan Butler	21	Adult	Feeding	2007	5	29		Flock (single species)	South Africa	Northern Cape	Unknown		-3.091.861	2.451.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17435	Stoffel Visagie	100	Adult	Feeding	2007	7	14		Flock (single species)	South Africa	Northern Cape	Unknown		-3.052.111	2.487.861	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17436	Handre Viljoen	219	Adult	Feeding	2007	7	16		Flock (single species)	South Africa	Northern Cape	Unknown		-3.140.889	2.414.889	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	17437	Bradley Gibbons	1	Adult	Feeding	2007	7	25		Flock (single species)	South Africa	Northern Cape	Unknown		-3.115.500	2.515.667	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
