id	ownerInstitutionCode	basisOfRecord	catalogNumber	recordedBy	individualCount	lifeStage	behavior	year	month	day	fieldNotes	eventRemarks	country	stateProvince	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	scientificName	genus	vernacularName
	Endangered Wildlife Trust	HumanObservation	30834	C.Wilson	1	Adult	Flying	2012	2	5			South Africa	KwaZulu-Natal	Netherby		-2.968.250	3.001.667	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30835	C.Wilson	2	Adult	Flying	2012	2	5		Pair	South Africa	KwaZulu-Natal	Woodlands		-2.968.778	2.995.556	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30836	C.Wilson	2	Adult	Flying	2012	2	5		Pair	South Africa	KwaZulu-Natal	Elandshoek		-2.964.639	3.001.556	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30837	C.Wilson	-9999	Unknown	Unknown	2012	2	7	"heard; not seen"		South Africa	KwaZulu-Natal	The Drift		-2.965.000	3.000.000	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30838	David Clulow	2	Adult	Feeding	2012	2	7	"at edge of a water furrow in tall grasses; still feeding at exactly same place at 14:40"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30839	David Clulow	2	Adult	Flying	2012	2	7	flew in and landed in thick sedge and grass and reeds	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30840	David Clulow	1	Chick	Unknown	2012	2	7	"called by neighbour to collect chick, found wandering on lawn and following neighbour around; arranged for collection by EWT for rearing"	Single	South Africa	KwaZulu-Natal	Highland Glen		-2.967.056	3.001.528	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30841	C.Wilson	2	Unknown	Unknown	2012	2	7	"heard calling to one another; not seen"	Pair	South Africa	KwaZulu-Natal	The Drift		-2.965.000	3.000.000	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30842	David Clulow	2	Adult	Feeding	2012	2	8	still there at 15:18 at  29 40 5s 30 00 51e	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30843	David Clulow	2	Adult	Unknown	2012	2	9	"one standing looking, other Crane hidden; thinder around and  lightening close by"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.458	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30844	David Clulow	2	Adult	Unknown	2012	2	10	"calling; not seen"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.486	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30845	C.Wilson	3	Adult	Unknown	2012	2	10	"two Cranes calling; not seen; one other Crane roosting on a wooden pole"		South Africa	KwaZulu-Natal	Craigie Lea		-2.965.361	3.001.444	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30846	David Clulow	3	2 Adults, 1 Chick	Feeding	2012	2	10	on raised grassy edge of wetland, near water furrow.	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.444	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30847	David Clulow	2	Adult	Flying	2012	2	10	flew in and landed at pan, having left earlier	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.389	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30848	David Clulow	3	2 Adults, 1 Chick	Feeding	2012	2	10	feeding chick on edge of wetland at edge of water furrow	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30849	Barbara Clulow	2	Adult	Breeding	2012	2	11	"heard booming; not seen"	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30850	C.Wilson	1	Adult	Flying	2012	2	11	flew along plateau below house & landed in field		South Africa	KwaZulu-Natal	The Drift		-2.965.861	3.000.361	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30851	C.Wilson	2	Adult	Flying	2012	2	11	flying towards farmhouse	Pair	South Africa	KwaZulu-Natal	The Drift		-2.965.722	3.000.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30852	C.Wilson	2	Adult	Unknown	2012	2	11	"heard calling; one roosting on a pole"	Pair	South Africa	KwaZulu-Natal	The Drift		-2.965.861	3.000.333	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30853	C.Wilson	2	Adult	Unknown	2012	2	11	"calling from ""nursery"" near Elands river"	Pair	South Africa	KwaZulu-Natal	The Drift		-2.965.306	3.001.611	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30854	David Clulow	2	Adult	Flying	2012	2	11	"heard; not seen"	Pair	South Africa	KwaZulu-Natal	Netherby		-2.966.556	3.001.667	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30855	C.Wilson	1	Adult	Flying	2012	2	11	flying upriver, south to north		South Africa	KwaZulu-Natal	Netherby		-2.966.750	3.001.667	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30856	Barbara Clulow	2	Adult	Unknown	2012	2	12	"heard booming; not seen"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30857	C.Wilson	2	Adult	Feeding	2012	2	12	"flew in and landed in shoulder-high grass & sedge next to furrow. Probably feeding chick; unable to see. Watched till 07:20; after which one left; by 08:00 both had left"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.444	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30858	David Clulow	2	Adult	Feeding	2012	2	12	"feeding on edge of wetland on ridge next to furrow; no chick/s visible in long grass"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.814	3.001.444	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30859	David Clulow	3	2 Adults, 1 Chick	Feeding	2012	2	13	"edge of wetland; saw chick being fed clearly"	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30860	David Clulow	2	Adult	Feeding	2012	2	13	grass too high to see clearly	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.431	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30861	David Clulow	3	2 Adults, 1 Chick	Feeding	2012	2	13	pecking vigorously at a Zantedeschia plant	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.875	3.001.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30862	David Clulow	3	2 Adults, 1 Chick	Unknown	2012	2	14	stand-off between both adult Cranes and herd of iNguni cattle. The chick survived the incident, thanks to parents	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.861	3.001.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30863	David Clulow	2	Adult	Feeding	2012	2	14	grass too tall to see chick	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.264	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30864	David Clulow	2	Adult	Unknown	2012	2	14	presumably the sentry	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.514	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30865	David Clulow	2	Adult	Feeding	2012	2	15	feeding from tops of grasses	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.250	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30866	P.Geldart	6	Adult	Feeding	2012	2	15	approximate co-ords	Flock (single species)	South Africa	KwaZulu-Natal	Hastings farm		-2.957.778	2.992.972	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30867	David Clulow	2	Adult	Feeding	2012	2	15	"feeding by stripping grasses; still there and feeding at 15:32"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.750	3.001.278	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30868	David Clulow	2	Adult	Feeding	2012	2	15		Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.389	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30869	David Clulow	2	Adult	Flying	2012	2	16	flew in, circles, calling and landed	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.250	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30870	David Clulow	-9999	Unknown	Flying	2012	2	16	"heard calling; not seen"		South Africa	KwaZulu-Natal	Netherby		-2.966.528	3.001.667	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30871	David Clulow	3	2 Adults, 1 Chick	Feeding	2012	2	16	brief sighting of a chick in long grass	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30872	David Clulow	3	2 Adults, 1 Chick	Feeding	2012	2	16	on edge of furrow	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.847	3.001.444	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30873	David Clulow	3	2 Adults, 1 Chick	Feeding	2012	2	17	flew away at 07: 42 for five minutes, then returned	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30874	David Clulow	3	2 Adults, 1 Chick	Feeding	2012	2	17		Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.792	3.001.264	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30875	David Clulow	2	Adult	Flying	2012	2	17	after short absence Cranes flew In and landed	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.861	3.001.361	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30876	David Clulow	2	Adult	Feeding	2012	2	18	"stripping seeds; grass too long to see chick/s"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.792	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30877	David Clulow	3	2 Adults, 1 Chick	Feeding	2012	2	19	saw a chick at 09:20	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.750	3.001.319	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30878	David Clulow	2	Adult	Feeding	2012	2	19	ridge & furrow grass & kikuyu mixed	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30879	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	19	wow ! To be wrong for so long - there ARE two chicks, clear as a bell, in open space for a few glimpses	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.375	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30880	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	19		Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.792	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30881	David Clulow	2	Adult	Flying	2012	2	20	"flew in from north-west, circled, then landed; one chick seen at 08:10"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30882	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	20	one chick to each parent	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.792	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30883	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	20		Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30884	David Clulow	2	Adult	Feeding	2012	2	20	behind high weeds at edge of wetland	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.431	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30885	David Clulow	2	Adult	Unknown	2012	2	20	"as rain started at 16:40, one Crane flew to west; at 17:40,rain being over, it returned and was greeted with flapping wings by the other"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30886	David Clulow	2	Adult	Flying	2012	2	20	"one Crane flew to west; unavble to see other Crane"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30887	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	21	"flew in at 08:20; walked into grassland at start to pan; high grasses, only heads showing. By 08:58 they had arrived at    29 40 07s; 30 00 47e with chicks"	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.347	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30888	David Clulow	1	Adult	Unknown	2012	2	21	after afternoon rain, one Crane at former nest site	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30889	David Clulow	2	Adult	Unknown	2012	2	21	"Other Crane flew in and landed; Crane on ground spread its wings like aguiding beacon as it landed, but maybe from rain, to dry them"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30890	David Clulow	2	Adult	Unknown	2012	2	24	after being away for two days, first sighting of one Crane, bobbing its head as it waits for mate to arrive	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30891	C.Wilson	7	Adult	Flying	2012	2	25	"flying from river edge to ""Harmony"" direction"	Flock (single species)	South Africa	KwaZulu-Natal	Netherby		-2.966.333	3.001.667	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30892	C.Wilson	2	Adult	Flying	2012	2	25	"flying from river Elvesida bank towards ""Harmony"""	Pair	South Africa	KwaZulu-Natal	Elvesida		-2.966.528	3.001.611	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30893	C.Wilson	1	Adult	Flying	2012	2	25	"flying across ""Gramarye"" towards ""Harmony"""	Single	South Africa	KwaZulu-Natal	Gramarye		-2.966.667	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30894	C.Wilson	2	Adult	Flying	2012	2	25	"flying towards ""Harmony'"	Pair	South Africa	KwaZulu-Natal	Netherby		-2.966.333	3.001.667	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30895	David Clulow	2	Adult	Flying	2012	2	25	"flew from ""Harmony"" to ""The Willows"" and landed in wetland"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.389	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30896	David Clulow	2	Adult	Unknown	2012	2	25	"heard; not seen in long grasses and sedge"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30897	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	25		Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.750	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30898	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	25		Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.764	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30899	David Clulow	1	Adult	Unknown	2012	2	25	back at former nest site, waiting for mate	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30900	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	26		Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.222	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30901	David Clulow	3	1 Adult, 2 Chicks	Feeding	2012	2	26		Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.792	3.001.250	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30902	David Clulow	2	Adult	Feeding	2012	2	26	grass too long to see chicks	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.792	3.001.319	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30903	David Clulow	1	Adult	Roosting	2012	2	26	roosting on a fence cross-post	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.325	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30904	David Clulow	1	Adult	Unknown	2012	2	26	head rising and falling, awaiting mate	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30905	C.Wilson	2	Adult	Flying	2012	2	27	flew in from west and landed at pan on The Willows	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30906	David Clulow	2	Adult	Flying	2012	2	27	"heard flying to west; not seen"	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.944	3.001.389	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30907	C.Wilson	1	Adult	Unknown	2012	2	27	"at former nest site; only head visible"	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30908	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	28		Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.278	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30909	G.Bullock	22	Adult	Feeding	2012	2	28		Flock (single species)	South Africa	KwaZulu-Natal	Harmomy		-2.967.306	3.000.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30910	David Clulow	4	2 Adults, 2 Chicks	Unknown	2012	2	28	"Yellow-billed Kite overhead; warning cries from one Crane; flew to new position to mislead Kite"	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.750	3.001.306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30911	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	28	both chicks out in grassland with parents feeding	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.750	3.001.278	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30912	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	28		Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.250	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30913	David Clulow	2	Adult	Feeding	2012	2	28	walking alongside high grass for protection	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.278	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30914	C.Wilson	22	Adult	Feeding	2012	2	28		Flock (single species)	South Africa	KwaZulu-Natal	Netherby		-2.966.028	3.002.611	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30915	C.Wilson	2	Adult	Flying	2012	2	28	flew from flock of 22 to pan on The Willows	Pair	South Africa	KwaZulu-Natal	Netherby		-2.966.806	3.001.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30916	C.Wilson	2	Adult	Unknown	2012	2	28	one at former nest site	Pair	South Africa	KwaZulu-Natal	The Willows		-2.966.806	3.001.472	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30917	David Clulow	3	2 Adults, 1 Chick	Feeding	2012	2	29	"can only see one chick in grass; a Yellow-billed Kite is about, so the Cranes are being careful"	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.278	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30918	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	29	at furrow edge near wetland	Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.833	3.001.417	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30919	David Clulow	4	2 Adults, 2 Chicks	Feeding	2012	2	29		Family group	South Africa	KwaZulu-Natal	The Willows		-2.966.778	3.001.278	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30920	F.Nel	2	Adult	Unknown	2012	2	29	"often seen at dam wall; maybe breeding again"	Pair	South Africa	KwaZulu-Natal	Four Gates		-2.970.861	3.005.056	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	30921	Peter Meyer	4	2 Adults, 2 Chicks	Feeding	2012	1	3		Family group	South Africa	KwaZulu-Natal	Shawlands		-2.942.787	2.996.185	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30922	Peter Meyer	4	2 Adults, 2 Chicks	Feeding	2012	1	3		Family group	South Africa	KwaZulu-Natal	Shawlands		-2.942.354	2.997.978	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30923	Peter Meyer	3	2 Adults, 1 Juvenile	Feeding	2012	1	3		Family group	South Africa	KwaZulu-Natal	Shawlands		-2.941.278	2.996.359	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	30924	Tanya Smith	4	2 Adults, 2 Chicks	Feeding	2012	1	6		Family group	South Africa	KwaZulu-Natal	Mt Gilboa		-2.928.422	3.023.316	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30925	Tanya Smith	3	2 Adults, 1 Chick	Feeding	2012	1	13		Family group	South Africa	KwaZulu-Natal	Fordoun		-2.932.647	3.000.772	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	30926	Tanya Smith	3	2 Adults, 1 Juvenile	Feeding	2012	1	17		Family group	South Africa	KwaZulu-Natal	Mt Gilboa	300m to the South	-2.925.014	3.026.114	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	30927	Tanya Smith	2	Adult	Feeding	2012	1	17		Pair	South Africa	KwaZulu-Natal	Voelvlei		-2.926.750	3.023.897	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	30928	Tanya Smith	3	2 Adults, 1 Chick	Feeding	2012	1	17		Family group	South Africa	KwaZulu-Natal	Middledraai		-2.927.680	3.024.075	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	30929	Tanya Smith	3	2 Adults, 1 Juvenile	Feeding	2012	1	17		Family group	South Africa	KwaZulu-Natal	Mt Gilboa		-2.928.261	3.022.662	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	30930	Peter Meyer	3	2 Adults, 1 Juvenile	Feeding	2012	1	19		Family group	South Africa	KwaZulu-Natal	Shawlands		-2.941.278	2.996.359	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	30931	Peter Meyer	3	2 Adults, 1 Juvenile	Feeding	2012	1	19		Family group	South Africa	KwaZulu-Natal	Hopewell		-2.941.181	2.999.355	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
